Season, Episode, Character, Line
3, 33, "Hermes", "People, we got a problem"
3, 33, "Leela", "Well, so has Fry. What's the big deal?"
3, 33, "Fry", "He's got me beat!"
3, 33, "Hermes", "Now we all love Nibbler, so it's only fair that we all pitch in and clean it up together. Still, I propose we make Zoidberg do it. All in favour?"
3, 33, "Leela", "Yeah!"
3, 33, "Bender", "Alright, yup."
3, 33, "Hermes", "All opposed?  All abstaining?"
3, 33, "Leela", "Dr. Zoidberg? Are you OK?"
3, 33, "Fry", "He's dead."
3, 33, "Bender", "What?"
3, 33, "Amy", "Oh, no!"
3, 33, "Farnsworth", "He always seemed so full of life; laughing, singing, begging for scraps. And now this."
3, 33, "Zoidberg", "Why with all the crying?  So that's where I left my shell."
3, 33, "Leela", "I didn't know you could take this thing off."
3, 33, "Zoidberg", "It was starting to get a little cramped in there so I molted, why not? Ah, the fresh air feels good!"
3, 33, "Farnsworth", "Stop doing that!"
3, 33, "Zoidberg", "So long. I'm off to toss this old shell in the dumpster and maybe pick up those potato chips Amy didn't finish yesterday."
3, 33, "Amy", "Those were toenail clippings."
3, 33, "Zoidberg", "A feast is a feast."
3, 33, "Amy", "Hey, that's my cellphone!"
3, 33, "Amy", "Hello?  Hello? Who is this?  Hello? Hello?"
3, 33, "Leela", "What's wrong? Did you swallow your phone again?"
3, 33, "Amy", "Some guy's been calling and hanging up 10 times a day for a year."
3, 33, "Leela", "Men who call too much are the worst ... I bet."
3, 33, "Amy", "I just wish a decent guy would call me instead of this spleeze-ball who has me too terrified to even answer the phone.  Hello?"
3, 33, "Amy", "Hello? Is anyone there?"
3, 33, "Kif", "I love you.  Why must I be such a coward?"
3, 33, "Zapp", "Kif, I'm headed to the men's room and I'll be needing an attendant, so-- Oh, I'm sorry. You're crying like a woman.  It's alright. I've always thought myself as a father figure to some of my more pathetic men. Kif, old friend, let's rap."
3, 33, "Kif", "Well, I'm in love with this girl--"
3, 33, "Zapp", "Oh, that's rich!  Go on."
3, 33, "Kif", "I met her a year ago..."
3, 33, "Kif", "...when we were escaping from that cruise ship you piloted directly into a black hole."
3, 33, "Zapp", "Yes! It was in all the papers."
3, 33, "Amy", "Call me."
3, 33, "Zapp", "Uh-huh, uh-huh. Mm-hmm, uh-huh."
3, 33, "Kif", "I've finished talking, sir."
3, 33, "Zapp", "Belay that remark!  Your Amy knows my Leela? I have formed an idea!"
3, 33, "Zapp", "I'm calling to negotiate a double date. You and me, Kif and Amy."
3, 33, "Leela", "Forget it."
3, 33, "Zapp", "Then let the negotiations begin. I propose we go out on 10 dates."
3, 33, "Leela", "How about zero?"
3, 33, "Zapp", "Nine."
3, 33, "Leela", "Zero."
3, 33, "Zapp", "Seven."
3, 33, "Leela", "Zero."
3, 33, "Zapp", "Eight?"
3, 33, "Amy", "Please, Leela? Kif's like the sweetest guy who's ever liked me."
3, 33, "Zapp", "Five, and that's my final offer ... four."
3, 33, "Leela", "One."
3, 33, "Zapp", "Two."
3, 33, "Leela", "One half."
3, 33, "Zapp", "I'll take it."
3, 33, "Zapp", "We'll meet you tonight for part of dinner and the first half of a movie."
3, 33, "Kif", "Um, sir? I don't go out on many dates and, um, what if I can't think of anything to say?"
3, 33, "Zapp", "Here's my personal book of pickup lines.  Say as many of them as you can as fast as you can. Don't stop for any reason."
3, 33, "Kif", "Maybe I'll just give her these flowers."
3, 33, "Zapp", "Wrong, wrong, wrong! And what's that? Candy? Candy's for dorks! Give me that.  Mmm!"
3, 33, "Zapp", "Hello, beautiful. I got these for you."
3, 33, "Leela", "Thanks."
3, 33, "Zapp", "Well, well. This looks to be one disturbingly erotic date."
3, 33, "Leela", "Half-date."
3, 33, "Zapp", "Waiter, bring us a bottle of wine."
3, 33, "Leela", "Half-bottle."
3, 33, "Zapp", "And some oysters on the half-shell."
3, 33, "Leela", "Quarter-shell."
3, 33, "Kif", "Oh, and I'd like--"
3, 33, "Zapp", "Kif's not hungry.  Kif, this place is expensive.  I'd like two steaks and the ladies will have some very sensual salads -- with low-cal sensual dressing."
3, 33, "Morbo", "Oh, won't you take me to funkytown,Oh, won't you take me to funkytown.(talking) Thank you."
3, 33, "Amy", "Kif, you're so quiet. You haven't said a word all night."
3, 33, "Kif", "Well, um, um ... hello."
3, 33, "Amy", "'Cause I was really hoping we could talk and stuff."
3, 33, "Kif", "Amy,  if I said you had a beautiful body would you take your pants off and dance around a little?"
3, 33, "Amy", "What?"
3, 33, "Leela", "Lieutenant Kroker!"
3, 33, "Kif", "I find the most erotic part of the woman is the boobies"
3, 33, "Amy", "Kif!"
3, 33, "Kif", "Oh, my!"
3, 33, "Leela", "This half-date is entirely over. Amy? Conference!"
3, 33, "Kif", "Is there nothing we can do, sir?"
3, 33, "Zapp", "There's only one sure-fire way back into a woman's heart and parts beyond. I speak, of course, of karaoke."
3, 33, "Kif", "My years in the DOOP Boys' Chorus will not have been in vain!"
3, 33, "Leela", "Alright, enough lipstick. Let's storm out."
3, 33, "Kif", "Once upon a time I was falling in love,But now I'm only falling apart..."
3, 33, "Amy", "Oh, that's so emotional!"
3, 33, "Kif", "There's nothing I can do,A total eclipse of the heart--"
3, 33, "Zapp", "Amateur hour's over.  Let me show you why they call me ""The Velour Fog""! Hit it!(spoken-word) I met her in a club down in old Soho,Where you drink champagne and it tastes just like Coca-Cola,C-O-L-A ... Cola."
3, 33, "Man", "Aw, give us a break!"
3, 33, "Woman", "Get off!"
3, 33, "Chef", "He sickens me!"
3, 33, "Zapp", "She walked up to me and she asked me to dance,I asked her her name and in a dark brown voice she said,(singing) Leela!L-E-E-L-A, Leela!Lee-Lee-Lee-Lee-Leela!Ba-ba-ba-dum-ba-dum-bum!Leela!"
3, 33, "Leela", "We're going home. Call us a space taxi."
3, 33, "Zapp", "No need. There's not a restaurant built I can't fly. Where to, ladies?"
3, 33, "Kif", "Please, sir. Let's just divide up the check and--"
3, 33, "Zapp", "Let's see what this eatery can do."
3, 33, "Zapp", "Ah, she's built like a steakhouse, but she handles like a bistro.  She's out of control!"
3, 33, "Zapp", "You win again, gravity!"
3, 33, "Zoidberg", "Look what arrived"
3, 33, "Bender", "Whoa, whoa, whoa! I'm Mexican and I find that offensive."
3, 33, "Zoidberg", "You Latins are so hot-blooded!  This one's like a summer guy!"
3, 33, "Hermes", "Look, you fat fish, the Planet Express health plan only covers one kind of replacement shell."
3, 33, "Fry", "I can't believe Leela and Amy aren't back yet from their half-date. I'm gonna call the restaurant."
