Season, Episode, Character, Line
4, 55, "Amy", "Shman! The Great Rad Spot is mega-sweet for party-boarding."
4, 55, "Farnsworth", "Indeed."
4, 55, "Amy", "Any calls while I was out?"
4, 55, "Leela", "Yeah. You got a tele-sonic transmission from Kif a couple hours ago."
4, 55, "Amy", "My Kiffie called?  Kif?"
4, 55, "Kif", "Ooh, Amy, you're back. Another hour and I would have thought about hanging up."
4, 55, "Amy", "Why didn't you just leave a message, sweetie?"
4, 55, "Kif", "Well, um, I've left hundreds of messages with your answering machine but you never seem to get them."
4, 55, "Amy", "Bender!"
4, 55, "Bender", "Not my fault if you don't check me!  Messages erased."
4, 55, "Kif", "Oh, dearest, this long-distance relationship is too much to bear.  When even an inch separates us, I quiver with misery. So you can imagine how I feel when it's a billion light years."
4, 55, "Amy", "Kif, don't cry, or you'll get a tummy ache."
4, 55, "Zapp", "Lieutenant, some things came off me and clogged the drain, so if you could-- Oh, ho! What's this?"
4, 55, "Zapp", "Well, well, well! Do my eyes believe me or is that my bosom-y swan, Leela?"
4, 55, "Leela", "Say again. You're breaking up!"
4, 55, "Farnsworth", "Good news, everyone! You'll be delivering pain medicine to the hive mind of Nigel 7."
4, 55, "Scruffy", "Scruffy's rollin' out a large pill!"
4, 55, "Amy", "You're going to Nigel 7? Kif's on patrol near there. You could drop me off on the way."
4, 55, "Farnsworth", "We could but we won't! It's a spaceship, damnit, not a prom limousine!  If anyone needs me I'll be in the Angry Dome."
4, 55, "Leela", "This is a very long trip. So we'll all have to go into hibernative-naptosis to save oxygen."
4, 55, "Bender", "I don't even breathe oxygen!"
4, 55, "Amy", "Here I come, Kif!"
4, 55, "Zapp", "They jumped right out of their pants! [A klaxon goes off and the message ""Approaching Vessel"
4, 55, "Kif", "Yes, sir, captain!"
4, 55, "Zapp", "How 'bout I help you finish that dream you were having about me?"
4, 55, "Leela", "OK. I was just at this part"
4, 55, "Zapp", "Uh, let's try that a little lower and a lot softer!"
4, 55, "Kif", "Imagine you stowing away and stealing a licensed starship! Oh, it's so romantic it gives me the shivers!"
4, 55, "Amy", "I don't care how much trouble I get in. I needed to feel my lips pressed against your lipless beak."
4, 55, "Kif", "Oh, Amy, I can't stand having a whole universe between us. I've been thinking a lot about this and, well, would you move in with me?"
4, 55, "Amy", "Here? But, uh, wouldn't it be crowded?"
4, 55, "Kif", "No, no! It's really twice the size. You can use the floor and I'll have the ceiling. See?"
4, 55, "Amy", "Kif! You have so much creativity and niceness, but I'm not ...  ... sure if I--"
4, 55, "Kif", "Hush! Before you answer, come thither."
4, 55, "Kif", "This is the Holo-Shed. It can simulate anything you desire, and nothing can hurt you. Except when it malfunctions and the holograms become real."
4, 55, "Amy", "Well, that probably won't happen this time."
4, 55, "Kif", "I wanted to show you what life would be like if we were together. Computer"
4, 55, "Amy", "This is so beautiful!  Spirit! Kif, that's the pony I always wanted but my parents said I had too many ponies already."
4, 55, "Kif", "Yes, I programmed it in for you. 4 million lines of BASIC! And if this isn't the life you want, how 'bout this? Run program ""Kif 2""."
4, 55, "Amy", "Oh, Kif!"
4, 55, "Kif", "We could live here at the shore of the Tranquilibrius Sea in a timeshare. And I would pluck the moon from the sky just to see you smile.  Almost got it. It seems to be ... sort of ... stuck!  I love you!  Run program ""Kif"
4, 55, "Amy", "This isn't bad. My aunt had a place like this."
4, 55, "Kif", "Amy, we could live in a bus station bathroom for all I care. As long as we're together, it'll feel like a castle to me."
4, 55, "Amy", "Kif, I'd love to live with you ... someday. But before then there's still lots I wanna do on my own.  What was that?"
4, 55, "Kif", "Oh, dear. I fear the Holo-Shed might be broken again. Well, as long as we don't cross paths with Attila the--"
4, 55, "Amy", "Look! Spirit!"
4, 55, "Kif", "And there's Professor Moriarty, Jack the Ripper, Evil Lincoln!"
4, 55, "Moriarty", "Right-oh, gents, it's another simulation gone mad, so murder and mayhem, standard procedure!"
4, 55, "Jack the Ripper", "Rampage!"
4, 55, "Evil Lincoln", "Real holographic-simulated Evil Lincoln is back!"
4, 55, "Kif", "The Holo-Shed's on the fritz again! The characters turned real!"
4, 55, "Zapp", "Damn. The last time that happened I got slapped with three paternity suits.  Listen up, history's greatest villains...  Get back into the Holo-Shed before I start blasting!"
4, 55, "Attila the Hun", "Stop! Don't shoot fire stick in space canoe! Cause explosive decompression!"
4, 55, "Zapp", "Spare me your space-age techno-babble, Attila the Hun!"
4, 55, "Bender", "Hey!"
4, 55, "Amy", "Kif! Hold on!"
4, 55, "Kif", "I totally want to!"
4, 55, "Leela", "Grab on!"
4, 55, "Fry", "Over here!"
4, 55, "Kif", "Please hold me!"
4, 55, "Bender", "Have a good one!  Oh, man!"
4, 55, "Zapp", "After all that I could use some relaxation. I'll be in the Holo-Shed."
4, 55, "McGee", "Well, except for a few broken bones, some internal haemorrhaging and a partially barfed-up heart, everyone appears fine.  Oh, and Kif is pregnant."
4, 55, "Kif", "Oh, joy!"
4, 55, "Kif", "Amy, isn't it wonderful? I'm pregnant!"
4, 55, "Amy", "Yes it's ... great. A great miracle."
4, 55, "Leela", "And not one of those bogus everyday miracles like a sunrise. Aren't you a male?"
